"id";"kickoff_time";"kickoff_time_formatted";"team_h_score";"team_a_score";"was_home";"round";"total_points";"value";"transfers_balance";"selected";"transfers_in";"transfers_out";"loaned_in";"loaned_out";"minutes";"goals_scored";"assists";"clean_sheets";"goals_conceded";"penalties_saved";"penalties_missed";"yellow_cards";"red_cards";"saves";"bonus";"own_goals";"element";"fixture";"opponent_team";"id_player";"dato"
1;"2017-04-02T16:00:00Z";"02. apr 18.00";3;1;FALSE;1;3;45;0;2980;0;0;0;0;90;0;0;0;3;0;0;0;0;6;0;0;1;5;12;1;2017-11-16
431;"2017-04-05T17:00:00Z";"05. apr 19.00";1;3;TRUE;2;2;45;162;3567;252;90;0;0;90;0;0;0;3;0;0;0;0;4;0;0;1;9;10;1;2017-11-16
863;"2017-04-09T18:00:00Z";"09. apr 20.00";1;1;FALSE;3;11;45;-35;3614;80;115;0;0;90;0;0;0;1;1;0;0;0;5;3;0;1;21;13;1;2017-11-16
1295;"2017-04-17T16:00:00Z";"17. apr 18.00";3;1;TRUE;4;4;45;1015;5151;1089;74;0;0;90;0;0;0;1;0;0;0;0;3;1;0;1;25;5;1;2017-11-16
1728;"2017-04-23T16:00:00Z";"23. apr 18.00";0;0;FALSE;5;9;45;492;5897;606;114;0;0;90;0;0;1;0;0;0;0;0;3;2;0;1;35;8;1;2017-11-16
2161;"2017-04-30T16:00:00Z";"30. apr 18.00";3;1;TRUE;6;3;46;915;6975;976;61;0;0;90;0;0;0;1;0;0;0;0;3;0;0;1;42;14;1;2017-11-16
2595;"2017-05-06T16:00:00Z";"06. mai 18.00";0;1;FALSE;7;10;46;473;7608;587;114;0;0;90;0;0;1;0;0;0;0;0;8;2;0;1;49;6;1;2017-11-16
3031;"2017-05-12T17:00:00Z";"12. mai 19.00";0;1;TRUE;8;3;47;2537;10288;2558;21;0;0;90;0;0;0;1;0;0;0;0;3;0;0;1;57;15;1;2017-11-16
3469;"2017-05-16T16:00:00Z";"16. mai 18.00";1;2;FALSE;9;5;48;1067;11434;1117;50;0;0;90;0;0;0;1;0;0;1;0;4;3;0;1;72;16;1;2017-11-16
3907;"2017-05-21T16:00:00Z";"21. mai 18.00";2;0;TRUE;10;7;49;1159;12674;1203;44;0;0;90;0;0;1;0;0;0;0;0;4;0;0;1;75;9;1;2017-11-16
4346;"2017-05-28T16:00:00Z";"28. mai 18.00";1;1;FALSE;11;3;50;879;13711;961;82;0;0;90;0;0;0;1;0;0;1;0;5;1;0;1;82;2;1;2017-11-16
4785;"2017-06-04T16:00:00Z";"04. jun 18.00";0;1;TRUE;12;2;51;1487;15297;1519;32;0;0;90;0;0;0;1;0;0;0;0;1;0;0;1;91;3;1;2017-11-16
5224;"2017-06-17T16:00:00Z";"17. jun 18.00";1;1;FALSE;13;2;52;446;15816;491;45;0;0;90;0;0;0;1;0;0;0;0;1;0;0;1;97;4;1;2017-11-16
5663;"2017-06-25T16:00:00Z";"25. jun 18.00";5;1;TRUE;14;2;52;154;16004;242;88;0;0;90;0;0;0;1;0;0;0;0;2;0;0;1;131;7;1;2017-11-16
6102;"2017-07-01T18:15:00Z";"01. jul 20.15";1;0;FALSE;15;3;52;92;16137;206;114;0;0;90;0;0;0;1;0;0;0;0;4;0;0;1;113;11;1;2017-11-16
6542;"2017-07-08T16:00:00Z";"08. jul 18.00";0;3;TRUE;16;0;52;-22;16165;177;199;0;0;90;0;0;0;3;0;0;1;0;2;0;0;1;115;6;1;2017-11-16
6867;"2017-07-16T16:00:00Z";"16. jul 18.00";2;0;FALSE;17;0;52;-1249;14930;56;1305;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;126;3;1;2017-11-16
7307;"2017-08-06T18:00:00Z";"06. aug 20.00";3;3;TRUE;18;2;51;-548;14398;106;654;0;0;90;0;0;0;3;0;0;0;0;3;0;0;1;137;2;1;2017-11-16
7786;"2017-08-13T16:00:00Z";"13. aug 18.00";1;1;TRUE;19;2;51;-36;14378;243;279;0;0;90;0;0;0;1;0;0;0;0;0;0;0;1;145;16;1;2017-11-16
8272;"2017-08-20T16:00:00Z";"20. aug 18.00";3;2;FALSE;20;2;51;-272;14129;162;434;0;0;90;0;0;0;3;0;0;0;0;3;0;0;1;159;14;1;2017-11-16
8768;"2017-09-10T16:00:00Z";"10. sep 18.00";1;1;TRUE;21;5;51;-419;13722;40;459;0;0;90;0;0;0;1;0;0;0;0;9;0;0;1;161;12;1;2017-11-16
9266;"2017-09-18T17:00:00Z";"18. sep 19.00";3;2;FALSE;22;1;51;-253;13474;63;316;0;0;90;0;0;0;3;0;0;0;0;2;0;0;1;170;7;1;2017-11-16
9828;"2017-09-24T16:00:00Z";"24. sep 18.00";0;1;TRUE;23;3;51;-263;13218;35;298;0;0;90;0;0;0;1;0;0;0;0;3;0;0;1;177;11;1;2017-11-16
10329;"2017-10-01T16:00:00Z";"01. okt 18.00";2;0;FALSE;24;2;50;-304;12918;22;326;0;0;90;0;0;0;2;0;0;0;0;3;0;0;1;188;9;1;2017-11-16
10832;"2017-10-15T16:00:00Z";"15. okt 18.00";5;1;FALSE;25;1;50;-496;12424;5;501;0;0;90;0;0;0;5;0;0;0;0;3;0;0;1;200;15;1;2017-11-16
11402;"2017-10-21T16:00:00Z";"21. okt 18.00";1;1;TRUE;26;2;50;-303;12123;8;311;0;0;90;0;0;0;1;0;0;0;0;0;0;0;1;201;4;1;2017-11-16
11905;"2017-10-30T18:00:00Z";"30. okt 19.00";4;0;FALSE;27;2;49;-233;11892;3;236;0;0;90;0;0;0;4;0;0;0;0;6;0;0;1;211;5;1;2017-11-16
12408;"2017-11-05T19:00:00Z";"05. nov 20.00";2;1;TRUE;28;1;49;-251;11641;0;251;0;0;90;0;0;0;1;0;0;1;0;2;0;0;1;217;8;1;2017-11-16
2;"2017-04-02T16:00:00Z";"02. apr 18.00";3;1;FALSE;1;0;45;0;373;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5;12;2;2017-11-16
432;"2017-04-05T17:00:00Z";"05. apr 19.00";1;3;TRUE;2;0;45;-22;373;3;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;10;2;2017-11-16
864;"2017-04-09T18:00:00Z";"09. apr 20.00";1;1;FALSE;3;0;45;-20;356;3;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;21;13;2;2017-11-16
1296;"2017-04-17T16:00:00Z";"17. apr 18.00";3;1;TRUE;4;0;45;-21;337;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;25;5;2;2017-11-16
1729;"2017-04-23T16:00:00Z";"23. apr 18.00";0;0;FALSE;5;0;44;-12;328;1;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;35;8;2;2017-11-16
2162;"2017-04-30T16:00:00Z";"30. apr 18.00";3;1;TRUE;6;0;44;-12;316;1;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;42;14;2;2017-11-16
2596;"2017-05-06T16:00:00Z";"06. mai 18.00";0;1;FALSE;7;0;44;-8;309;5;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;49;6;2;2017-11-16
3032;"2017-05-12T17:00:00Z";"12. mai 19.00";0;1;TRUE;8;0;43;-22;288;2;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;57;15;2;2017-11-16
3470;"2017-05-16T16:00:00Z";"16. mai 18.00";1;2;FALSE;9;0;43;-6;283;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;72;16;2;2017-11-16
3908;"2017-05-21T16:00:00Z";"21. mai 18.00";2;0;TRUE;10;0;43;-8;277;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;75;9;2;2017-11-16
4347;"2017-05-28T16:00:00Z";"28. mai 18.00";1;1;FALSE;11;0;42;-6;271;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;82;2;2;2017-11-16
4786;"2017-06-04T16:00:00Z";"04. jun 18.00";0;1;TRUE;12;0;42;-6;265;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;91;3;2;2017-11-16
5225;"2017-06-17T16:00:00Z";"17. jun 18.00";1;1;FALSE;13;0;42;1;266;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;97;4;2;2017-11-16
5664;"2017-06-25T16:00:00Z";"25. jun 18.00";5;1;TRUE;14;0;42;0;266;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;131;7;2;2017-11-16
6103;"2017-07-01T18:15:00Z";"01. jul 20.15";1;0;FALSE;15;0;42;-2;264;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;113;11;2;2017-11-16
6543;"2017-07-08T16:00:00Z";"08. jul 18.00";0;3;TRUE;16;0;42;1;265;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;115;6;2;2017-11-16
6868;"2017-07-16T16:00:00Z";"16. jul 18.00";2;0;FALSE;17;2;42;3;270;5;2;0;0;90;0;0;0;2;0;0;0;0;4;0;0;2;126;3;2;2017-11-16
7308;"2017-08-06T18:00:00Z";"06. aug 20.00";3;3;TRUE;18;0;42;2;274;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;137;2;2;2017-11-16
8269;"2017-08-13T18:00:00Z";"13. aug 20.00";3;1;TRUE;19;0;42;-1;275;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;151;5;2;2017-11-16
8273;"2017-08-21T17:00:00Z";"21. aug 19.00";0;0;FALSE;20;0;42;0;275;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;156;10;2;2017-11-16
8769;"2017-09-10T18:00:00Z";"10. sep 20.00";0;2;TRUE;21;0;42;0;276;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;167;8;2;2017-11-16
9267;"2017-09-16T16:00:00Z";"16. sep 18.00";0;2;FALSE;22;0;42;-2;274;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;174;12;2;2017-11-16
9829;"2017-09-24T16:00:00Z";"24. sep 18.00";2;1;TRUE;23;0;42;-1;274;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;183;14;2;2017-11-16
10330;"2017-10-01T16:00:00Z";"01. okt 18.00";0;1;FALSE;24;0;42;-2;272;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;192;16;2;2017-11-16
10833;"2017-10-14T16:00:00Z";"14. okt 18.00";1;0;TRUE;25;0;42;0;272;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;198;7;2;2017-11-16
11403;"2017-10-22T16:00:00Z";"22. okt 18.00";1;2;FALSE;26;0;42;0;272;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;205;9;2;2017-11-16
11906;"2017-10-29T17:00:00Z";"29. okt 18.00";4;1;TRUE;27;0;41;3;275;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;214;11;2;2017-11-16
12409;"2017-11-05T17:00:00Z";"05. nov 18.00";1;3;FALSE;28;0;41;6;281;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;219;3;2;2017-11-16
3;"2017-04-02T16:00:00Z";"02. apr 18.00";3;1;FALSE;1;0;40;0;2317;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;12;3;2017-11-16
433;"2017-04-05T17:00:00Z";"05. apr 19.00";1;3;TRUE;2;0;40;-33;2438;21;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;9;10;3;2017-11-16
865;"2017-04-09T18:00:00Z";"09. apr 20.00";1;1;FALSE;3;0;40;-39;2427;12;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;21;13;3;2017-11-16
1297;"2017-04-17T16:00:00Z";"17. apr 18.00";3;1;TRUE;4;0;40;-55;2388;9;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;25;5;3;2017-11-16
1730;"2017-04-23T16:00:00Z";"23. apr 18.00";0;0;FALSE;5;0;40;-19;2375;9;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;35;8;3;2017-11-16
2163;"2017-04-30T16:00:00Z";"30. apr 18.00";3;1;TRUE;6;0;40;-25;2355;2;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;42;14;3;2017-11-16
2597;"2017-05-06T16:00:00Z";"06. mai 18.00";0;1;FALSE;7;0;40;-31;2326;3;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;49;6;3;2017-11-16
3033;"2017-05-12T17:00:00Z";"12. mai 19.00";0;1;TRUE;8;0;40;-58;2272;9;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;57;15;3;2017-11-16
3471;"2017-05-16T16:00:00Z";"16. mai 18.00";1;2;FALSE;9;0;39;-35;2237;10;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;72;16;3;2017-11-16
3909;"2017-05-21T16:00:00Z";"21. mai 18.00";2;0;TRUE;10;0;39;-14;2224;17;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;75;9;3;2017-11-16
4348;"2017-05-28T16:00:00Z";"28. mai 18.00";1;1;FALSE;11;0;39;-17;2214;16;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;82;2;3;2017-11-16
4787;"2017-06-04T16:00:00Z";"04. jun 18.00";0;1;TRUE;12;0;39;-13;2202;8;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;91;3;3;2017-11-16
5226;"2017-06-17T16:00:00Z";"17. jun 18.00";1;1;FALSE;13;0;39;-3;2202;8;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;97;4;3;2017-11-16
5665;"2017-06-25T16:00:00Z";"25. jun 18.00";5;1;TRUE;14;0;39;-5;2197;6;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;131;7;3;2017-11-16
6104;"2017-07-01T18:15:00Z";"01. jul 20.15";1;0;FALSE;15;0;39;-1;2196;10;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;113;11;3;2017-11-16
6544;"2017-07-08T16:00:00Z";"08. jul 18.00";0;3;TRUE;16;0;39;0;2198;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;115;6;3;2017-11-16
6869;"2017-07-16T16:00:00Z";"16. jul 18.00";2;0;FALSE;17;0;39;0;2200;11;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;126;3;3;2017-11-16
7309;"2017-08-06T18:00:00Z";"06. aug 20.00";3;3;TRUE;18;0;39;1;2202;21;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;137;2;3;2017-11-16
7788;"2017-08-13T16:00:00Z";"13. aug 18.00";1;1;TRUE;19;0;39;11;2214;20;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;145;16;3;2017-11-16
8274;"2017-08-20T16:00:00Z";"20. aug 18.00";3;2;FALSE;20;0;39;43;2262;55;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;159;14;3;2017-11-16
8770;"2017-09-10T16:00:00Z";"10. sep 18.00";1;1;TRUE;21;0;39;60;2331;80;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;161;12;3;2017-11-16
9268;"2017-09-18T17:00:00Z";"18. sep 19.00";3;2;FALSE;22;0;39;37;2370;45;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;170;7;3;2017-11-16
9830;"2017-09-24T16:00:00Z";"24. sep 18.00";0;1;TRUE;23;0;39;46;2419;50;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;177;11;3;2017-11-16
10331;"2017-10-01T16:00:00Z";"01. okt 18.00";2;0;FALSE;24;0;39;26;2448;41;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;188;9;3;2017-11-16
10834;"2017-10-15T16:00:00Z";"15. okt 18.00";5;1;FALSE;25;0;39;13;2462;26;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;200;15;3;2017-11-16
11404;"2017-10-21T16:00:00Z";"21. okt 18.00";1;1;TRUE;26;0;39;4;2466;14;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;201;4;3;2017-11-16
11907;"2017-10-30T18:00:00Z";"30. okt 19.00";4;0;FALSE;27;0;39;12;2480;18;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;211;5;3;2017-11-16
12410;"2017-11-05T19:00:00Z";"05. nov 20.00";2;1;TRUE;28;0;39;9;2489;15;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;217;8;3;2017-11-16
4;"2017-04-02T16:00:00Z";"02. apr 18.00";3;1;FALSE;1;1;50;0;1079;0;0;0;0;90;0;0;0;3;0;0;0;0;0;0;0;4;5;12;4;2017-11-16
434;"2017-04-05T17:00:00Z";"05. apr 19.00";1;3;TRUE;2;1;50;-56;1106;12;68;0;0;90;0;0;0;3;0;0;0;0;0;0;0;4;9;10;4;2017-11-16
866;"2017-04-09T18:00:00Z";"09. apr 20.00";1;1;FALSE;3;3;50;-89;1028;0;89;0;0;90;0;0;0;1;0;0;0;0;0;1;0;4;21;13;4;2017-11-16
1298;"2017-04-17T16:00:00Z";"17. apr 18.00";3;1;TRUE;4;2;50;-39;1000;10;49;0;0;90;0;0;0;1;0;0;0;0;0;0;0;4;25;5;4;2017-11-16
1731;"2017-04-23T16:00:00Z";"23. apr 18.00";0;0;FALSE;5;5;49;-32;973;5;37;0;0;90;0;0;1;0;0;0;1;0;0;0;0;4;35;8;4;2017-11-16
2164;"2017-04-30T16:00:00Z";"30. apr 18.00";3;1;TRUE;6;2;49;-7;968;9;16;0;0;90;0;0;0;1;0;0;0;0;0;0;0;4;42;14;4;2017-11-16
2598;"2017-05-06T16:00:00Z";"06. mai 18.00";0;1;FALSE;7;5;49;-24;946;5;29;0;0;90;0;0;1;0;0;0;1;0;0;0;0;4;49;6;4;2017-11-16
3034;"2017-05-12T17:00:00Z";"12. mai 19.00";0;1;TRUE;8;1;49;8;957;12;4;0;0;90;0;0;0;1;0;0;1;0;0;0;0;4;57;15;4;2017-11-16
3472;"2017-05-16T16:00:00Z";"16. mai 18.00";1;2;FALSE;9;0;49;-6;951;6;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;72;16;4;2017-11-16
3910;"2017-05-21T16:00:00Z";"21. mai 18.00";2;0;TRUE;10;6;49;-11;941;6;17;0;0;90;0;0;1;0;0;0;0;0;0;0;0;4;75;9;4;2017-11-16
4349;"2017-05-28T16:00:00Z";"28. mai 18.00";1;1;FALSE;11;0;49;-11;931;1;12;0;0;90;0;0;0;1;0;0;0;0;0;0;1;4;82;2;4;2017-11-16
4788;"2017-06-04T16:00:00Z";"04. jun 18.00";0;1;TRUE;12;2;49;-10;922;4;14;0;0;90;0;0;0;1;0;0;0;0;0;0;0;4;91;3;4;2017-11-16
5227;"2017-06-17T16:00:00Z";"17. jun 18.00";1;1;FALSE;13;1;48;-9;913;4;13;0;0;45;0;0;0;0;0;0;0;0;0;0;0;4;97;4;4;2017-11-16
5666;"2017-06-25T16:00:00Z";"25. jun 18.00";5;1;TRUE;14;2;48;-7;906;3;10;0;0;90;0;0;0;1;0;0;0;0;0;0;0;4;131;7;4;2017-11-16
6105;"2017-07-01T18:15:00Z";"01. jul 20.15";1;0;FALSE;15;2;48;4;910;12;8;0;0;90;0;0;0;1;0;0;0;0;0;0;0;4;113;11;4;2017-11-16
6545;"2017-07-08T16:00:00Z";"08. jul 18.00";0;3;TRUE;16;1;48;-3;909;6;9;0;0;90;0;0;0;3;0;0;0;0;0;0;0;4;115;6;4;2017-11-16
6870;"2017-07-16T16:00:00Z";"16. jul 18.00";2;0;FALSE;17;0;48;-6;904;3;9;0;0;90;0;0;0;2;0;0;1;0;0;0;0;4;126;3;4;2017-11-16
7310;"2017-08-06T18:00:00Z";"06. aug 20.00";3;3;TRUE;18;0;48;-18;887;0;18;0;0;90;0;0;0;3;0;0;1;0;0;0;0;4;137;2;4;2017-11-16
7789;"2017-08-13T16:00:00Z";"13. aug 18.00";1;1;TRUE;19;0;48;-21;866;1;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;145;16;4;2017-11-16
8275;"2017-08-20T16:00:00Z";"20. aug 18.00";3;2;FALSE;20;0;48;-15;852;1;16;0;0;90;0;0;0;3;0;0;1;0;0;0;0;4;159;14;4;2017-11-16
8771;"2017-09-10T16:00:00Z";"10. sep 18.00";1;1;TRUE;21;2;48;-7;845;3;10;0;0;90;0;0;0;1;0;0;0;0;0;0;0;4;161;12;4;2017-11-16
9269;"2017-09-18T17:00:00Z";"18. sep 19.00";3;2;FALSE;22;0;48;-6;840;3;9;0;0;90;0;0;0;3;0;0;1;0;0;0;0;4;170;7;4;2017-11-16
9831;"2017-09-24T16:00:00Z";"24. sep 18.00";0;1;TRUE;23;0;48;-14;826;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;177;11;4;2017-11-16
10332;"2017-10-01T16:00:00Z";"01. okt 18.00";2;0;FALSE;24;1;48;-6;820;2;8;0;0;90;0;0;0;2;0;0;0;0;0;0;0;4;188;9;4;2017-11-16
10835;"2017-10-15T16:00:00Z";"15. okt 18.00";5;1;FALSE;25;0;48;-3;817;0;3;0;0;90;0;0;0;5;0;0;0;0;0;0;0;4;200;15;4;2017-11-16
11405;"2017-10-21T16:00:00Z";"21. okt 18.00";1;1;TRUE;26;2;48;2;819;5;3;0;0;90;0;0;0;1;0;0;0;0;0;0;0;4;201;4;4;2017-11-16
11908;"2017-10-30T18:00:00Z";"30. okt 19.00";4;0;FALSE;27;0;48;-4;815;0;4;0;0;90;0;0;0;4;0;0;0;0;0;0;0;4;211;5;4;2017-11-16
12411;"2017-11-05T19:00:00Z";"05. nov 20.00";2;1;TRUE;28;2;48;-4;811;0;4;0;0;90;0;0;0;1;0;0;0;0;0;0;0;4;217;8;4;2017-11-16
5;"2017-04-02T16:00:00Z";"02. apr 18.00";3;1;FALSE;1;0;45;0;1299;0;0;0;0;90;0;0;0;3;0;0;1;0;0;0;0;5;5;12;5;2017-11-16
435;"2017-04-05T17:00:00Z";"05. apr 19.00";1;3;TRUE;2;1;45;-74;1331;10;84;0;0;90;0;0;0;3;0;0;0;0;0;0;0;5;9;10;5;2017-11-16
867;"2017-04-09T18:00:00Z";"09. apr 20.00";1;1;FALSE;3;1;45;-91;1248;10;101;0;0;36;0;0;0;0;0;0;0;0;0;0;0;5;21;13;5;2017-11-16
1299;"2017-04-17T16:00:00Z";"17. apr 18.00";3;1;TRUE;4;1;45;-71;1185;4;75;0;0;24;0;0;0;1;0;0;0;0;0;0;0;5;25;5;5;2017-11-16
1732;"2017-04-23T16:00:00Z";"23. apr 18.00";0;0;FALSE;5;1;44;-60;1126;2;62;0;0;19;0;0;0;0;0;0;0;0;0;0;0;5;35;8;5;2017-11-16
2165;"2017-04-30T16:00:00Z";"30. apr 18.00";3;1;TRUE;6;1;44;-37;1090;1;38;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;42;14;5;2017-11-16
2599;"2017-05-06T16:00:00Z";"06. mai 18.00";0;1;FALSE;7;1;44;-30;1060;0;30;0;0;5;0;0;0;0;0;0;0;0;0;0;0;5;49;6;5;2017-11-16
3035;"2017-05-12T17:00:00Z";"12. mai 19.00";0;1;TRUE;8;1;44;-28;1032;2;30;0;0;57;0;0;0;1;0;0;0;0;0;0;0;5;57;15;5;2017-11-16
3473;"2017-05-16T16:00:00Z";"16. mai 18.00";1;2;FALSE;9;2;43;-26;1007;0;26;0;0;90;0;0;0;1;0;0;0;0;0;0;0;5;72;16;5;2017-11-16
3911;"2017-05-21T16:00:00Z";"21. mai 18.00";2;0;TRUE;10;6;43;-13;994;1;14;0;0;90;0;0;1;0;0;0;0;0;0;0;0;5;75;9;5;2017-11-16
4350;"2017-05-28T16:00:00Z";"28. mai 18.00";1;1;FALSE;11;1;43;-15;980;2;17;0;0;5;0;0;0;0;0;0;0;0;0;0;0;5;82;2;5;2017-11-16
4789;"2017-06-04T16:00:00Z";"04. jun 18.00";0;1;TRUE;12;1;43;-11;969;0;11;0;0;7;0;0;0;0;0;0;0;0;0;0;0;5;91;3;5;2017-11-16
5228;"2017-06-17T16:00:00Z";"17. jun 18.00";1;1;FALSE;13;1;43;-11;959;1;12;0;0;44;0;0;0;1;0;0;0;0;0;0;0;5;97;4;5;2017-11-16
5667;"2017-06-25T16:00:00Z";"25. jun 18.00";5;1;TRUE;14;2;42;-13;946;1;14;0;0;90;0;0;0;1;0;0;0;0;0;0;0;5;131;7;5;2017-11-16
6106;"2017-07-01T18:15:00Z";"01. jul 20.15";1;0;FALSE;15;2;42;-1;945;7;8;0;0;90;0;0;0;1;0;0;0;0;0;0;0;5;113;11;5;2017-11-16
6546;"2017-07-08T16:00:00Z";"08. jul 18.00";0;3;TRUE;16;1;42;0;945;3;3;0;0;4;0;0;0;0;0;0;0;0;0;0;0;5;115;6;5;2017-11-16
6871;"2017-07-16T16:00:00Z";"16. jul 18.00";2;0;FALSE;17;1;42;-3;943;3;6;0;0;6;0;0;0;0;0;0;0;0;0;0;0;5;126;3;5;2017-11-16
7311;"2017-08-06T18:00:00Z";"06. aug 20.00";3;3;TRUE;18;1;42;-3;941;4;7;0;0;90;0;0;0;3;0;0;0;0;0;0;0;5;137;2;5;2017-11-16
7790;"2017-08-13T16:00:00Z";"13. aug 18.00";1;1;TRUE;19;2;42;0;942;4;4;0;0;90;0;0;0;1;0;0;0;0;0;0;0;5;145;16;5;2017-11-16
8276;"2017-08-20T16:00:00Z";"20. aug 18.00";3;2;FALSE;20;1;42;-5;937;5;10;0;0;24;0;0;0;1;0;0;0;0;0;0;0;5;159;14;5;2017-11-16
8772;"2017-09-10T16:00:00Z";"10. sep 18.00";1;1;TRUE;21;2;42;-4;936;2;6;0;0;90;0;0;0;1;0;0;0;0;0;0;0;5;161;12;5;2017-11-16
9270;"2017-09-18T17:00:00Z";"18. sep 19.00";3;2;FALSE;22;0;42;-4;932;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;170;7;5;2017-11-16
9832;"2017-09-24T16:00:00Z";"24. sep 18.00";0;1;TRUE;23;2;42;-3;929;2;5;0;0;90;0;0;0;1;0;0;0;0;0;0;0;5;177;11;5;2017-11-16
10333;"2017-10-01T16:00:00Z";"01. okt 18.00";2;0;FALSE;24;0;42;-5;924;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;188;9;5;2017-11-16
10836;"2017-10-15T16:00:00Z";"15. okt 18.00";5;1;FALSE;25;0;42;-13;911;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;200;15;5;2017-11-16
11406;"2017-10-21T16:00:00Z";"21. okt 18.00";1;1;TRUE;26;2;42;-6;905;0;6;0;0;90;0;0;0;1;0;0;0;0;0;0;0;5;201;4;5;2017-11-16
11909;"2017-10-30T18:00:00Z";"30. okt 19.00";4;0;FALSE;27;-1;42;-3;902;0;3;0;0;90;0;0;0;4;0;0;1;0;0;0;0;5;211;5;5;2017-11-16
12412;"2017-11-05T19:00:00Z";"05. nov 20.00";2;1;TRUE;28;2;42;-3;899;1;4;0;0;90;0;0;0;1;0;0;0;0;0;0;0;5;217;8;5;2017-11-16
6;"2017-04-02T16:00:00Z";"02. apr 18.00";3;1;FALSE;1;1;55;0;1932;0;0;0;0;90;0;0;0;3;0;0;0;0;0;0;0;6;5;12;6;2017-11-16
436;"2017-04-05T17:00:00Z";"05. apr 19.00";1;3;TRUE;2;1;55;-129;1952;18;147;0;0;90;0;0;0;3;0;0;0;0;0;0;0;6;9;10;6;2017-11-16
868;"2017-04-09T18:00:00Z";"09. apr 20.00";1;1;FALSE;3;5;55;-219;1746;3;222;0;0;90;0;1;0;1;0;0;0;0;0;0;0;6;21;13;6;2017-11-16
