"id";"photo";"web_name";"team_code";"status";"code";"first_name";"second_name";"squad_number";"news";"now_cost";"chance_of_playing_this_round";"chance_of_playing_next_round";"value_form";"value_season";"cost_change_start";"cost_change_event";"cost_change_start_fall";"cost_change_event_fall";"in_dreamteam";"dreamteam_count";"selected_by_percent";"form";"transfers_out";"transfers_in";"transfers_out_event";"transfers_in_event";"loans_in";"loans_out";"loaned_in";"loaned_out";"total_points";"event_points";"points_per_game";"ep_this";"ep_next";"special";"minutes";"goals_scored";"assists";"clean_sheets";"goals_conceded";"penalties_saved";"penalties_missed";"yellow_cards";"red_cards";"saves";"bonus";"own_goals";"element_type";"team";"dato";"navn";"posisjon";"team_navn"
93;"98733.jpg";"Stokke";3835;"a";98733;"Benjamin";"Stokke";20;"";61;NA;NA;"0.3";"19.5";11;-1;-11;1;FALSE;5;14,6;"1.7";5030;14489;446;110;0;0;0;0;121;1;"4.3";"2.0";"2.0";FALSE;2234;10;5;7;36;0;0;1;0;0;14;0;4;4;2017-11-16;"Benjamin Stokke";"Angrep";"KBK"
94;"95016.jpg";"Baranov";3835;"a";95016;"Nikita";"Baranov";27;"";47;NA;NA;"0.8";"13.0";-3;0;3;0;FALSE;0;0,4;"3.7";155;37;0;2;0;0;0;0;61;8;"2.3";"4.0";"4.0";FALSE;2316;0;0;6;38;0;0;4;0;0;3;0;2;4;2017-11-16;"Nikita Baranov";"Forsvar";"KBK"
95;"34727.jpg";"Otieno Origi";305;"a";34727;"Arnold";"Otieno Origi";77;"";43;NA;NA;"1.5";"19.5";-2;0;2;0;FALSE;2;10,4;"6.3";5680;1787;19;24;0;0;0;0;84;1;"3.5";"6.0";"6.0";FALSE;2160;0;0;6;33;1;0;2;0;70;3;0;1;5;2017-11-16;"Arnold Otieno Origi";"Keeper";"LSK"
96;"208534.jpg";"Ødegaard";305;"a";208534;"Emil";"Ødegaard";29;"";39;NA;NA;"0.0";"0.0";-1;0;1;0;FALSE;0;1,5;"0.0";323;238;0;1;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;1;5;2017-11-16;"Emil Ødegaard";"Keeper";"LSK"
97;"3629.jpg";"Kippe";305;"a";3629;"Frode";"Kippe";13;"";47;NA;NA;"1.0";"19.6";-3;0;3;0;FALSE;4;7,1;"4.7";4293;1773;8;107;0;0;0;0;92;0;"4.2";"5.0";"5.0";FALSE;1598;5;0;5;22;0;0;4;0;0;13;0;2;5;2017-11-16;"Frode Kippe";"Forsvar";"LSK"
98;"98090.jpg";"Amundsen";305;"a";98090;"Marius";"Amundsen";4;"";41;NA;NA;"0.7";"13.7";-4;0;4;0;FALSE;0;2,9;"3.0";2506;297;0;4;0;0;0;0;56;1;"2.2";"3.0";"3.0";FALSE;2303;0;0;6;37;0;0;4;1;0;0;0;2;5;2017-11-16;"Marius Amundsen";"Forsvar";"LSK"
99;"179305.jpg";"Kind Mikalsen";305;"a";179305;"Simen";"Kind Mikalsen";3;"";48;NA;NA;"1.0";"17.5";-2;0;2;0;FALSE;2;2,8;"4.7";2291;1291;7;12;0;0;0;0;84;1;"3.4";"5.0";"5.0";FALSE;2098;4;2;4;38;0;0;2;0;0;7;0;2;5;2017-11-16;"Simen Kind Mikalsen";"Forsvar";"LSK"
100;"225993.jpg";"Sinyan";305;"i";225993;"Sheriff";"Sinyan";19;"Kne - Sjanse for å spille: 0%";47;NA;NA;"0.0";"0.0";-3;0;3;0;FALSE;0;0,2;"0.0";218;10;0;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;5;2017-11-16;"Sheriff Sinyan";"Forsvar";"LSK"
101;"247410.jpg";"Melgalvis";305;"a";247410;"Aleksander";"Melgalvis";33;"";44;NA;NA;"0.0";"16.7";-1;-1;1;1;FALSE;3;7,7;"0.0";6095;9039;171;3;0;0;0;0;75;0;"4.2";"0.0";"0.0";FALSE;1491;3;6;3;27;0;0;2;0;0;5;0;2;5;2017-11-16;"Aleksander Melgalvis";"Forsvar";"LSK"
102;"202256.jpg";"Haakenstad";305;"a";202256;"Mats";"Haakenstad";2;"";43;NA;NA;"0.7";"18.4";-2;0;2;0;FALSE;0;2,3;"3.0";1319;1502;19;16;0;0;0;0;79;1;"2.8";"3.0";"3.0";FALSE;2520;1;1;6;41;0;0;0;0;0;4;0;2;5;2017-11-16;"Mats Haakenstad";"Forsvar";"LSK"
103;"61930.jpg";"Knudtzon";305;"a";61930;"Erling";"Knudtzon";11;"";82;NA;NA;"0.5";"13.9";2;-1;-2;1;FALSE;3;14,5;"4.0";11860;17266;213;28;0;0;0;0;114;2;"4.2";"4.0";"4.0";FALSE;2310;8;3;6;37;0;0;4;0;0;10;0;3;5;2017-11-16;"Erling Knudtzon";"Midtbane";"LSK"
104;"192267.jpg";"Kolstad";305;"u";192267;"Jørgen";"Kolstad";17;"Utlån";50;0;0;"0.0";"0.0";0;0;0;0;FALSE;0;0,1;"0.0";85;0;0;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;5;2017-11-16;"Jørgen Kolstad";"Midtbane";"LSK"
105;"193844.jpg";"Innocent";305;"u";193844;"Bonke";"Innocent";18;"Solgt til Malmø";47;0;0;"0.0";"2.8";-3;0;3;0;FALSE;0;0,8;"0.0";1019;47;1;0;0;0;0;0;13;0;"1.4";"0.0";"0.0";FALSE;618;0;0;2;10;0;0;1;1;0;0;0;3;5;2017-11-16;"Bonke Innocent";"Midtbane";"LSK"
106;"208025.jpg";"Krogstad";305;"a";208025;"Fredrik";"Krogstad";14;"";53;NA;NA;"0.4";"12.1";-7;0;7;0;FALSE;0;0,7;"2.0";964;288;1;0;0;0;0;0;64;2;"2.6";"2.0";"2.0";FALSE;1857;3;1;3;32;0;1;0;0;0;0;0;3;5;2017-11-16;"Fredrik Krogstad";"Midtbane";"LSK"
107;"210142.jpg";"Ifeanyi Matthew";305;"a";210142;"Ifeanyi";"Matthew";6;"";60;NA;NA;"0.6";"17.3";0;0;0;0;FALSE;3;13;"3.7";10558;15001;135;16;0;0;0;0;104;2;"3.7";"4.0";"4.0";FALSE;2520;3;4;6;41;0;0;1;0;0;16;0;3;5;2017-11-16;"Ifeanyi Matthew";"Midtbane";"LSK"
108;"219232.jpg";"Olsen";305;"u";219232;"Petter Mathias";"Olsen";21;"Utlånt til Strømmen";46;0;0;"0.0";"0.2";-4;0;4;0;FALSE;0;0,2;"0.0";127;11;0;0;0;0;0;0;1;0;"1.0";"0.0";"0.0";FALSE;9;0;0;0;0;0;0;0;0;0;0;0;3;5;2017-11-16;"Petter Mathias Olsen";"Midtbane";"LSK"
109;"224088.jpg";"Brenden";305;"a";224088;"Erik Næsbak";"Brenden";15;"";46;NA;NA;"0.9";"6.3";-4;0;4;0;FALSE;0;0,1;"4.3";45;7;0;0;0;0;0;0;29;2;"2.2";"4.0";"4.0";FALSE;525;2;0;2;3;0;0;1;0;0;1;0;3;5;2017-11-16;"Erik Næsbak Brenden";"Midtbane";"LSK"
110;"95532.jpg";"Rafn";305;"a";95532;"Simen";"Rafn";5;"";52;NA;NA;"0.4";"14.8";-3;0;3;0;FALSE;1;0,5;"2.0";369;341;6;2;0;0;0;0;77;2;"2.9";"2.0";"2.0";FALSE;2335;2;3;6;37;0;0;2;0;0;1;0;3;5;2017-11-16;"Simen Rafn";"Midtbane";"LSK"
111;"63729.jpg";"Ajeti";305;"u";63729;"Bajram ";"Ajeti";9;"Kontrakt terminert";59;0;0;"0.0";"2.0";-6;0;6;0;FALSE;0;1,5;"0.0";3201;57;2;0;0;0;0;0;12;0;"1.0";"0.0";"0.0";FALSE;517;0;0;1;7;0;0;3;0;0;0;0;4;5;2017-11-16;"Bajram  Ajeti";"Angrep";"LSK"
112;"101815.jpg";"Malec";305;"u";101815;"Tomas";"Malec";7;"Lån avsluttet";57;0;0;"0.0";"4.9";-8;0;8;0;FALSE;0;1,6;"0.0";3626;349;1;0;0;0;0;0;28;0;"2.3";"0.0";"0.0";FALSE;709;1;2;2;12;0;0;1;0;0;0;0;4;5;2017-11-16;"Tomas Malec";"Angrep";"LSK"
113;"15724.jpg";"Grahn";305;"u";15724;"Tobias ";"Grahn";16;"Utilgjengelig";45;0;0;"0.0";"0.0";0;0;0;0;FALSE;0;0,2;"0.0";224;3;0;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;4;5;2017-11-16;"Tobias  Grahn";"Angrep";"LSK"
114;"111558.jpg";"Antonijevic";305;"a";111558;"Stefan";"Antonijevic";22;"";42;NA;NA;"0.2";"6.2";-3;0;3;0;FALSE;0;0,2;"0.7";89;29;1;0;0;0;0;0;26;0;"1.7";"1.0";"1.0";FALSE;497;0;1;1;9;0;0;0;0;0;2;0;2;5;2017-11-16;"Stefan Antonijevic";"Forsvar";"LSK"
115;"28113.jpg";"Fernandes";305;"u";28113;"Daniel";"Fernandes";NA;"Frigitt";40;0;0;"0.0";"1.0";0;0;0;0;FALSE;0;5,1;"0.0";8471;1374;5;0;0;0;0;0;4;0;"1.3";"0.0";"0.0";FALSE;270;0;0;0;5;0;0;0;0;3;0;0;1;5;2017-11-16;"Daniel Fernandes";"Keeper";"LSK"
116;"111778.jpg";"Linde";203;"a";111778;"Andreas";"Linde";1;"";56;NA;NA;"1.0";"19.3";1;1;-1;-1;FALSE;0;9,9;"5.7";2525;3380;14;73;0;0;0;0;108;4;"3.9";"6.0";"6.0";FALSE;2491;0;0;9;31;0;0;1;0;91;5;0;1;6;2017-11-16;"Andreas Linde";"Keeper";"MOL"
117;"215367.jpg";"Neydson";203;"u";215367;"Neydson";"da Silva";34;"Utlånt til Elverum";48;0;0;"0.0";"0.0";-2;0;2;0;FALSE;0;0,1;"0.0";72;6;0;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;1;6;2017-11-16;"Neydson da Silva";"Keeper";"MOL"
118;"39707.jpg";"Rindarøy";203;"i";39707;"Knut Olav";"Rindarøy";23;"Hofte - Sjanse for å spille: 0%";49;NA;NA;"0.0";"2.4";-6;0;6;0;FALSE;0;5,8;"0.0";5127;827;6;0;0;0;0;0;12;0;"2.4";"0.0";"0.0";FALSE;337;0;0;1;4;0;0;0;0;0;0;0;2;6;2017-11-16;"Knut Olav Rindarøy";"Forsvar";"MOL"
119;"40646.jpg";"Toivio";203;"a";40646;"Joona";"Toivio";5;"";55;NA;NA;"0.0";"7.7";-5;-1;5;1;FALSE;1;5,6;"0.0";4435;236;7;0;0;0;0;0;43;0;"3.6";"0.0";"0.0";FALSE;952;1;0;4;11;0;0;0;0;0;1;0;2;6;2017-11-16;"Joona Toivio";"Forsvar";"MOL"
120;"61983.jpg";"Gabrielsen";203;"a";61983;"Ruben";"Gabrielsen";4;"";60;NA;NA;"0.9";"13.7";0;1;0;-1;FALSE;1;13,5;"5.3";4821;3547;21;77;0;0;0;0;82;2;"3.3";"5.0";"5.0";FALSE;1881;3;1;6;26;0;0;1;0;0;1;0;2;6;2017-11-16;"Ruben Gabrielsen";"Forsvar";"MOL"
121;"114566.jpg";"Remmer";203;"a";114566;"Christoffer";"Remmer";22;"";53;NA;NA;"0.6";"14.9";-2;0;2;0;FALSE;2;3,8;"3.3";1968;3418;28;8;0;0;0;0;79;2;"3.0";"3.0";"3.0";FALSE;2196;0;4;6;31;0;0;1;0;0;3;0;2;6;2017-11-16;"Christoffer Remmer";"Forsvar";"MOL"
122;"139511.jpg";"Rindarøy";1250;"a";139511;"Ole Martin";"Rindarøy";14;"";45;NA;NA;"0.6";"4.9";-5;0;5;0;FALSE;1;1,7;"2.7";1259;85;1;0;0;0;0;0;22;1;"2.2";"3.0";"3.0";FALSE;513;1;1;1;13;0;0;0;0;0;0;0;2;11;2017-11-16;"Ole Martin Rindarøy";"Forsvar";"SOG"
123;"141947.jpg";"Ssewankambo";203;"a";141947;"Isak";"Ssewankambo";2;"";52;NA;NA;"0.1";"5.8";-3;0;3;0;FALSE;0;0,7;"0.7";420;77;0;1;0;0;0;0;30;1;"2.0";"1.0";"1.0";FALSE;1023;0;0;3;15;0;0;2;0;0;0;0;2;6;2017-11-16;"Isak Ssewankambo";"Forsvar";"MOL"
124;"165824.jpg";"Sonni Nattestad";203;"a";165824;"Sonni Ragnar";"Nattestad";15;"";52;NA;NA;"0.0";"0.0";-3;0;3;0;FALSE;0;0,3;"0.0";200;3;0;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;6;2017-11-16;"Sonni Ragnar Nattestad";"Forsvar";"MOL"
125;"215661.jpg";"Ove Roseth";203;"i";215661;"Martin";"Ove Roseth";27;"Kne - Sjanse for å spille: 0%";43;NA;NA;"0.0";"0.0";-2;0;2;0;FALSE;0;0,2;"0.0";154;26;0;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;6;2017-11-16;"Martin Ove Roseth";"Forsvar";"MOL"
126;"223357.jpg";"Strande";203;"u";223357;"Kristian";"Strande";29;"Utlånt til Brattvåg";37;0;0;"0.0";"0.0";-3;0;3;0;FALSE;0;1,4;"0.0";764;174;4;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;6;2017-11-16;"Kristian Strande";"Forsvar";"MOL"
127;"166372.jpg";"Gregersen";203;"a";166372;"Stian";"Gregersen";6;"";49;NA;NA;"0.7";"16.1";-1;0;1;0;FALSE;0;13,9;"3.3";9465;14865;23;19;0;0;0;0;79;2;"3.2";"3.0";"3.0";FALSE;2125;1;1;8;26;0;0;4;0;0;2;0;2;6;2017-11-16;"Stian Gregersen";"Forsvar";"MOL"
128;"61849.jpg";"Moström";203;"a";61849;"Mattias";"Moström";9;"";61;NA;NA;"0.3";"1.3";-4;0;4;0;FALSE;0;1,5;"1.7";2750;37;1;0;0;0;0;0;8;1;"2.0";"2.0";"2.0";FALSE;268;0;0;2;2;0;0;1;0;0;0;0;3;6;2017-11-16;"Mattias Moström";"Midtbane";"MOL"
129;"115935.jpg";"Sarr";203;"a";115935;"Babacar";"Sarr";8;"";48;NA;NA;"1.0";"15.0";-2;0;2;0;FALSE;1;2,9;"5.0";2533;1494;17;8;0;0;0;0;72;2;"3.0";"5.0";"5.0";FALSE;2077;1;1;7;23;0;0;4;0;0;17;1;3;6;2017-11-16;"Babacar Sarr";"Midtbane";"MOL"
130;"134103.jpg";"Aursnes";203;"s";134103;"Fredrik";"Aursnes";17;"Suspendert - Tilbake 26. november";77;NA;NA;"0.4";"8.2";-3;0;3;0;FALSE;0;1;"3.0";777;172;15;0;0;0;0;0;63;1;"2.4";"3.0";"3.0";FALSE;1737;1;4;6;24;0;0;3;1;0;1;0;3;6;2017-11-16;"Fredrik Aursnes";"Midtbane";"MOL"
131;"134330.jpg";"Hestad";203;"d";134330;"Eirik";"Hestad";19;"Ukjent - Sjanse for å spille: 75%";72;NA;NA;"0.0";"8.8";-3;0;3;0;FALSE;0;2,3;"0.0";1817;937;6;0;0;0;0;0;63;0;"3.5";"0.0";"0.0";FALSE;1469;0;7;8;16;0;0;3;0;0;2;0;3;6;2017-11-16;"Eirik Hestad";"Midtbane";"MOL"
132;"161268.jpg";"Svendsen";203;"u";161268;"Sander";"Svendsen";11;"Solgt til Hammarby";83;0;0;"0.0";"7.6";-2;0;2;0;FALSE;1;10,1;"0.0";19236;15870;34;0;0;0;0;0;63;0;"4.2";"0.0";"0.0";FALSE;1067;4;4;3;15;0;0;1;0;0;3;0;3;6;2017-11-16;"Sander Svendsen";"Midtbane";"MOL"
133;"182321.jpg";"Strand";203;"a";182321;"Petter";"Strand";14;"";78;NA;NA;"0.1";"9.9";-2;-1;2;1;FALSE;2;2,4;"0.7";2084;1721;40;3;0;0;0;0;78;1;"3.7";"1.0";"1.0";FALSE;1495;3;3;6;18;0;0;2;0;0;13;0;3;6;2017-11-16;"Petter Strand";"Midtbane";"MOL"
134;"195572.jpg";"Diop";3835;"a";195572;"Amidou";"Diop";NA;"";48;0;0;"-0.1";"1.7";-2;0;2;0;FALSE;0;0,3;"-0.3";301;29;0;0;0;0;0;0;8;0;"1.1";"0.0";"0.0";FALSE;200;0;1;0;5;0;0;0;1;0;0;0;3;4;2017-11-16;"Amidou Diop";"Midtbane";"KBK"
135;"215843.jpg";"Svendsen";203;"a";215843;"Tobias Hammer";"Svendsen";21;"";45;NA;NA;"0.0";"1.1";-5;0;5;0;FALSE;0;0,9;"0.0";693;118;0;0;0;0;0;0;5;0;"1.0";"0.0";"0.0";FALSE;87;0;0;0;3;0;0;0;0;0;0;0;3;6;2017-11-16;"Tobias Hammer Svendsen";"Midtbane";"MOL"
136;"225140.jpg";"Ekpe";203;"u";225140;"Thompson";"Ekpe";NA;"Solgt til Arendal";43;0;0;"0.0";"1.4";-2;0;2;0;FALSE;0;0,3;"0.0";250;23;0;0;0;0;0;0;6;0;"1.0";"0.0";"0.0";FALSE;70;0;0;0;1;0;0;0;0;0;0;0;3;6;2017-11-16;"Thompson Ekpe";"Midtbane";"MOL"
137;"61972.jpg";"Sigurdarson";203;"a";61972;"Björn";"Sigurdarson";10;"";101;NA;NA;"0.3";"13.0";11;-1;-11;1;TRUE;4;40,2;"3.0";13046;26487;749;55;0;0;0;0;133;0;"5.3";"3.0";"3.0";FALSE;2172;14;3;7;29;0;0;0;0;0;19;0;4;6;2017-11-16;"Björn Sigurdarson";"Angrep";"MOL"
138;"105097.jpg";"Brustad";203;"a";105097;"Fredrik";"Brustad";33;"";76;NA;NA;"0.1";"11.9";1;-1;-1;1;FALSE;1;6,6;"0.7";6271;6714;158;12;0;0;0;0;92;0;"3.5";"1.0";"1.0";FALSE;1720;8;3;6;23;0;0;2;0;0;7;0;4;6;2017-11-16;"Fredrik Brustad";"Angrep";"MOL"
139;"223959.jpg";"Amang";203;"d";223959;"Thomas";"Amang";20;"Ukjent - Sjanse for å spille: 50%";56;NA;NA;"0.1";"5.9";-4;0;4;0;FALSE;1;0,5;"0.7";544;390;17;0;0;0;0;0;33;2;"2.4";"1.0";"1.0";FALSE;516;4;0;0;9;0;0;0;1;0;3;0;4;6;2017-11-16;"Thomas Amang";"Angrep";"MOL"
140;"227291.jpg";"Karlsson";203;"i";227291;"Óttar Magnús";"Karlsson";25;"Ukjent - Sjanse for å spille: 0%";76;NA;NA;"0.0";"1.6";-4;0;4;0;FALSE;0;2,2;"0.0";1604;62;4;0;0;0;0;0;12;0;"1.5";"0.0";"0.0";FALSE;246;0;1;0;5;0;0;0;0;0;0;0;4;6;2017-11-16;"Óttar Magnús Karlsson";"Angrep";"MOL"
141;"247411.jpg";"Markovic";203;"a";247411;"Eman";"Markovic";24;"";41;NA;NA;"0.0";"0.0";-4;0;4;0;FALSE;0;0,7;"0.0";373;190;3;2;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;6;2017-11-16;"Eman Markovic";"Midtbane";"MOL"
142;"223094.jpg";"Braut Håland";203;"a";223094;"Erling";"Braut Håland";30;"";42;NA;NA;"0.3";"6.0";-3;0;3;0;FALSE;0;0,9;"1.3";400;640;13;14;0;0;0;0;25;2;"1.9";"1.0";"1.0";FALSE;362;2;1;0;4;0;0;1;0;0;0;0;4;6;2017-11-16;"Erling Braut Håland";"Angrep";"MOL"
143;"95501.jpg";"Hussain";307;"d";95501;"Etzaz";"Hussain";NA;"Ukjent - Sjanse for å spille: 75%";56;NA;NA;"0.7";"15.1";-4;-1;4;1;FALSE;4;8,8;"3.7";9522;2933;214;0;0;0;0;0;86;1;"3.7";"4.0";"4.0";FALSE;1652;4;4;3;26;0;1;4;0;0;16;0;3;7;2017-11-16;"Etzaz Hussain";"Midtbane";"ODD"
144;"156550.jpg";"Rossbach";307;"i";156550;"Sondre";"Rossbach";1;"Ankel - Sjanse for å spille: 0%";53;NA;NA;"0.5";"17.0";-2;0;2;0;FALSE;0;19;"2.7";8444;4393;211;1;0;0;0;0;90;0;"3.9";"3.0";"3.0";FALSE;2070;0;0;10;28;0;0;0;0;48;7;0;1;7;2017-11-16;"Sondre Rossbach";"Keeper";"ODD"
145;"171682.jpg";"Myhra";307;"i";171682;"Viljar";"Myhra";12;"Kneskade - Ute resten av sesongen";48;NA;NA;"0.0";"4.6";-2;0;2;0;FALSE;2;0,2;"0.0";194;182;1;1;0;0;0;0;22;0;"7.3";"0.0";"0.0";FALSE;270;0;0;2;2;0;0;0;0;12;6;0;1;7;2017-11-16;"Viljar Myhra";"Keeper";"ODD"
146;"42549.jpg";"Ruud";307;"a";42549;"Espen";"Ruud";2;"";63;NA;NA;"0.7";"15.1";-2;0;2;0;FALSE;1;21,2;"4.3";15618;5728;86;13;0;0;0;0;95;0;"3.7";"4.0";"4.0";FALSE;2272;3;0;10;35;0;0;5;0;0;5;0;2;7;2017-11-16;"Espen Ruud";"Forsvar";"ODD"
147;"62005.jpg";"Semb Berge";307;"a";62005;"Fredrik";"Semb Berge";16;"";57;NA;NA;"0.1";"7.2";-3;0;3;0;FALSE;1;7,9;"0.3";6728;1217;6;0;0;0;0;0;41;0;"2.3";"0.0";"0.0";FALSE;1550;1;1;5;32;0;0;3;1;0;2;3;2;7;2017-11-16;"Fredrik Semb Berge";"Forsvar";"ODD"
148;"62009.jpg";"Hagen";307;"a";62009;"Steffen";"Hagen";21;"";58;NA;NA;"0.4";"13.4";-2;0;2;0;FALSE;0;5;"2.3";2153;864;21;0;0;0;0;0;78;0;"3.1";"2.0";"2.0";FALSE;2250;0;0;10;32;0;0;1;0;0;2;0;2;7;2017-11-16;"Steffen Hagen";"Forsvar";"ODD"
149;"81784.jpg";"Nilsen";307;"a";81784;"Joakim Våge";"Nilsen";18;"";53;NA;NA;"0.1";"10.4";-2;0;2;0;FALSE;0;1,3;"0.3";912;597;5;0;0;0;0;0;55;0;"2.4";"0.0";"0.0";FALSE;1611;0;0;6;24;0;0;3;0;0;4;0;2;7;2017-11-16;"Joakim Våge Nilsen";"Forsvar";"ODD"
150;"116099.jpg";"Grøgaard";307;"a";116099;"Thomas";"Grøgaard";5;"";59;NA;NA;"0.4";"16.1";4;0;-4;0;FALSE;2;12,5;"2.3";11730;15265;92;2;0;0;0;0;95;0;"4.0";"2.0";"2.0";FALSE;2055;1;2;11;27;0;0;0;0;0;3;0;2;7;2017-11-16;"Thomas Grøgaard";"Forsvar";"ODD"
151;"171023.jpg";"Bergan";307;"a";171023;"Vegard";"Bergan";4;"";47;NA;NA;"0.4";"13.0";-3;0;3;0;FALSE;0;0,8;"2.0";839;929;7;1;0;0;0;0;61;0;"4.4";"2.0";"2.0";FALSE;1092;0;1;8;10;0;0;0;0;0;4;0;2;7;2017-11-16;"Vegard Bergan";"Forsvar";"ODD"
152;"223963.jpg";"Eikeng";307;"a";223963;"Erik";"Eikeng";22;"";42;NA;NA;"0.0";"0.0";-3;0;3;0;FALSE;0;0,3;"0.0";94;19;0;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;7;2017-11-16;"Erik Eikeng";"Forsvar";"ODD"
153;"227411.jpg";"Kitolano";307;"a";227411;"John";"Kitolano";25;"";40;NA;NA;"0.1";"3.0";-5;-1;5;1;FALSE;1;0,2;"0.3";198;189;1;2;0;0;0;0;12;1;"6.0";"0.0";"0.0";FALSE;115;0;2;0;2;0;0;0;0;0;3;0;2;7;2017-11-16;"John Kitolano";"Forsvar";"ODD"
154;"18789.jpg";"Gashi";307;"u";18789;"Ardian";"Gashi";3;"Signert for Ørn-Horten";41;0;0;"0.0";"0.0";-4;0;4;0;FALSE;0;3,2;"0.0";3121;265;2;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;7;2017-11-16;"Ardian Gashi";"Midtbane";"ODD"
155;"61989.jpg";"Nordkvelle";307;"a";61989;"Fredrik";"Nordkvelle";14;"";85;NA;NA;"0.1";"5.6";-5;0;5;0;FALSE;1;4,8;"0.7";4180;1192;2;1;0;0;0;0;48;1;"2.5";"1.0";"1.0";FALSE;1294;1;0;8;15;0;0;1;0;0;4;0;3;7;2017-11-16;"Fredrik Nordkvelle";"Midtbane";"ODD"
156;"62070.jpg";"Samuelsen";307;"d";62070;"Jone";"Samuelsen";8;"Ukjent - Sjanse for å spille: 75%";76;NA;NA;"0.1";"8.4";-4;0;4;0;FALSE;0;2,5;"0.7";3042;1055;25;0;0;0;0;0;64;0;"3.4";"1.0";"1.0";FALSE;1580;3;2;10;19;0;1;5;0;0;3;0;3;7;2017-11-16;"Jone Samuelsen";"Midtbane";"ODD"
157;"111716.jpg";"Broberg";307;"a";111716;"Martin";"Broberg";7;"";63;0;0;"0.4";"6.5";-2;0;2;0;FALSE;0;0,3;"2.3";287;110;0;0;0;0;0;0;41;2;"2.4";"0.0";"0.0";FALSE;1142;1;1;4;21;0;0;2;0;0;2;0;3;7;2017-11-16;"Martin Broberg";"Midtbane";"ODD"
158;"111819.jpg";"Jensen";307;"u";111819;"Fredrik Oldrup";"Jensen";20;"Solgt til Zulte Waregem";52;0;0;"0.0";"6.5";-3;0;3;0;FALSE;1;0,8;"0.0";888;156;2;0;0;0;0;0;34;0;"2.6";"0.0";"0.0";FALSE;1031;1;0;6;13;0;0;1;0;0;1;0;3;7;2017-11-16;"Fredrik Oldrup Jensen";"Midtbane";"ODD"
159;"118237.jpg";"Berg";307;"a";118237;"Oliver";"Berg";6;"";57;NA;NA;"0.2";"11.1";-3;0;3;0;FALSE;1;0,6;"1.3";440;357;2;0;0;0;0;0;63;1;"2.5";"1.0";"1.0";FALSE;1495;1;4;5;23;0;0;0;0;0;2;0;3;7;2017-11-16;"Oliver Berg";"Midtbane";"ODD"
160;"153580.jpg";"Messoudi";307;"a";153580;"Zakaria";"Messoudi";19;"";41;NA;NA;"0.0";"0.0";-4;-1;4;1;FALSE;0;0,2;"0.0";112;25;0;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;7;2017-11-16;"Zakaria Messoudi";"Midtbane";"ODD"
161;"206930.jpg";"Zekhnini";307;"u";206930;"Rafik";"Zekhnini";11;"Solgt til Fiorentina";81;0;0;"0.0";"4.0";-4;0;4;0;FALSE;0;6,7;"0.0";11186;1453;10;0;0;0;0;0;32;0;"2.5";"0.0";"0.0";FALSE;812;1;1;6;10;0;0;2;1;0;0;0;3;7;2017-11-16;"Rafik Zekhnini";"Midtbane";"ODD"
162;"228900.jpg";"Kaasa";307;"a";228900;"Markus";"Kaasa";29;"";42;NA;NA;"0.2";"0.5";-3;0;3;0;FALSE;0;0,2;"0.7";72;19;0;0;0;0;0;0;2;2;"2.0";"1.0";"1.0";FALSE;90;0;0;0;5;0;0;0;0;0;0;0;3;7;2017-11-16;"Markus Kaasa";"Midtbane";"ODD"
163;"230431.jpg";"Mladenovic";307;"a";230431;"Stefan";"Mladenovic";13;"";51;NA;NA;"0.2";"4.3";-4;0;4;0;FALSE;0;0,2;"1.0";164;122;0;0;0;0;0;0;22;1;"1.0";"1.0";"1.0";FALSE;440;0;0;0;7;0;0;0;0;0;0;0;3;7;2017-11-16;"Stefan Mladenovic";"Midtbane";"ODD"
